Timestamp,SpaceLength,SpaceDepth,Lat,Lng,DirectionOfTravel,VehicleSpeed
2017-06-21T09:15:49+01:00, 5.98,5.0,51.240562,-0.573385,291.100006,9.26
2017-06-21T09:15:51+01:00, 6.06, 3.66,51.240574,-0.573467,270.5,13.149199
2017-06-21T09:15:53+01:00, 3.21,5.0,51.240578,-0.573573,270.200012,13.89
2017-06-21T09:15:58+01:00, 5.93,5.0,51.240555,-0.573927,263.5,20.742399
2017-06-21T09:16:02+01:00, 5.90,5.0,51.240528,-0.574258,263.5,21.6684
2017-06-21T09:16:03+01:00, 6.03,5.0,51.240524,-0.574341,265.200012,23.520399
2017-06-21T09:16:07+01:00, 6.29,5.0,51.240498,-0.57475,263.399994,29.076399
2017-06-21T09:16:08+01:00, 5.99,5.0,51.24049,-0.574867,263.899994,29.817202
2017-06-21T09:16:11+01:00, 4.24,5.0,51.240463,-0.575224,261.899994,29.817202
2017-06-21T09:16:14+01:00, 5.96,5.0,51.240433,-0.575559,262.0,25.927999
2017-06-21T09:16:15+01:00, 5.94,5.0,51.240421,-0.575655,261.200012,21.8536
2017-06-21T09:16:16+01:00, 5.99, 3.27,51.240414,-0.575733,260.700012,17.4088
2017-06-21T09:16:25+01:00, 5.92,5.0,51.240345,-0.575923,200.699997,7.408
2017-06-21T09:17:10+01:00, 5.97,5.0,51.240196,-0.575906,174.300003,9.4452
2017-06-21T09:17:13+01:00, 3.15,5.0,51.240143,-0.575886,172.800003,3.5188
2017-06-21T09:18:55+01:00, 5.94,5.0,51.240105,-0.57585,174.5,8.1488
2017-06-21T09:18:57+01:00, 5.90,5.0,51.240055,-0.575837,174.100006,11.112
2017-06-21T09:18:59+01:00, 6.04,5.0,51.239994,-0.575823,174.0,13.149199
2017-06-21T09:19:01+01:00, 5.99,5.0,51.239918,-0.575805,172.800003,16.667999
2017-06-21T09:19:02+01:00, 6.07,5.0,51.239872,-0.575793,172.300003,17.594
2017-06-21T09:19:03+01:00, 6.14,5.0,51.239826,-0.575779,169.100006,19.445999
2017-06-21T09:19:05+01:00, 3.86, 2.23,51.239727,-0.575731,159.399994,20.927601
2017-06-21T09:19:06+01:00, 6.07, 2.38,51.239681,-0.575699,156.100006,21.4832
2017-06-21T09:19:07+01:00, 6.13,5.0,51.239635,-0.575666,150.800003,19.260799
2017-06-21T09:19:40+01:00, 8.38,5.0,51.239506,-0.575631,144.600006,14.6308
2017-06-21T09:19:41+01:00, 6.04,5.0,51.239475,-0.575598,146.300003,15.001201
2017-06-21T09:19:43+01:00, 6.04,5.0,51.239403,-0.575557,173.300003,15.556799
2017-06-21T09:19:45+01:00, 6.08,5.0,51.239323,-0.57559,211.600006,14.6308
2017-06-21T09:19:46+01:00, 6.00,5.0,51.239292,-0.575627,225.399994,15.742
2017-06-21T09:19:48+01:00, 6.02, 3.36,51.239223,-0.575714,210.199997,19.0756
2017-06-21T09:19:49+01:00, 4.47, 2.21,51.239182,-0.575749,205.699997,19.445999
2017-06-21T09:19:51+01:00, 3.62,5.0,51.239086,-0.57581,197.399994,17.594
2017-06-21T09:20:02+01:00, 5.94,5.0,51.238861,-0.575894,193.800003,11.8528
2017-06-21T09:20:04+01:00, 7.40, 3.01,51.238758,-0.575935,196.0,25.927999
2017-06-21T09:20:05+01:00, 6.79,5.0,51.238689,-0.575973,198.600006,31.669201
2017-06-21T09:20:05+01:00, 5.93,5.0,51.238689,-0.575973,198.600006,31.669201
2017-06-21T09:20:06+01:00, 6.31,5.0,51.238609,-0.576024,203.199997,35.928799
2017-06-21T09:20:07+01:00, 6.17,5.0,51.238525,-0.576081,206.600006,35.188
2017-06-21T09:20:08+01:00, 5.95,5.0,51.238449,-0.576144,208.800003,34.8176
2017-06-21T09:20:09+01:00, 6.04,5.0,51.238373,-0.576211,212.199997,31.854401
2017-06-21T09:20:09+01:00, 5.91,5.0,51.238373,-0.576211,212.199997,31.854401
2017-06-21T09:20:10+01:00, 6.22,5.0,51.238312,-0.576274,213.800003,28.705999
2017-06-21T09:20:11+01:00, 5.93,5.0,51.238251,-0.576335,213.899994,27.780001
2017-06-21T09:20:12+01:00, 6.21,5.0,51.238194,-0.576389,210.199997,25.7428
2017-06-21T09:20:13+01:00, 2.96,5.0,51.238144,-0.576441,213.800003,23.15
2017-06-21T09:20:16+01:00, 5.92,5.0,51.23801,-0.576561,213.0,18.52
2017-06-21T09:20:18+01:00, 5.92,5.0,51.237938,-0.576633,212.600006,14.816
2017-06-21T09:20:20+01:00, 5.91,5.0,51.237888,-0.576677,211.300003,9.26
2017-06-21T09:21:11+01:00, 6.03, 3.63,51.237808,-0.576829,209.699997,15.001201
2017-06-21T09:21:13+01:00, 6.05,5.0,51.237732,-0.576892,207.899994,17.779202
2017-06-21T09:21:25+01:00, 6.00,5.0,51.237114,-0.577145,171.399994,8.889601
2017-06-21T09:22:53+01:00, 9.01,5.0,51.237022,-0.577165,178.0,15.742
2017-06-21T09:22:54+01:00, 6.01,5.0,51.23698,-0.577158,174.5,16.1124
2017-06-21T09:22:56+01:00, 6.25,5.0,51.2369,-0.577143,173.699997,17.594
2017-06-21T09:22:57+01:00, 6.21,5.0,51.236851,-0.577131,169.600006,20.557201
2017-06-21T09:22:58+01:00, 5.91,5.0,51.236794,-0.577111,167.5,25.7428
2017-06-21T09:22:59+01:00, 5.98,5.0,51.236729,-0.577081,164.399994,29.632
2017-06-21T09:23:00+01:00, 6.02,5.0,51.23666,-0.577047,162.199997,27.9652
2017-06-21T09:23:01+01:00, 6.13,5.0,51.236591,-0.577011,162.300003,30.002401
2017-06-21T09:23:01+01:00, 6.07,5.0,51.236591,-0.577011,162.300003,30.002401
2017-06-21T09:23:02+01:00, 5.96,5.0,51.236515,-0.576977,166.300003,31.854401
2017-06-21T09:23:03+01:00, 6.17, 3.04,51.236427,-0.576955,173.699997,33.335999
2017-06-21T09:23:04+01:00, 5.91,5.0,51.23634,-0.576948,182.899994,32.0396
2017-06-21T09:23:04+01:00, 5.96,5.0,51.23634,-0.576948,182.899994,32.0396
2017-06-21T09:23:05+01:00, 5.94,5.0,51.236259,-0.576958,188.300003,29.632
2017-06-21T09:23:06+01:00, 6.23, 3.31,51.236187,-0.576978,191.699997,25.5576
2017-06-21T09:23:07+01:00, 6.17,5.0,51.236126,-0.576998,193.100006,22.224001
2017-06-21T09:23:09+01:00, 6.03,5.0,51.236038,-0.577034,196.0,11.112
2017-06-21T09:23:27+01:00, 6.02, 2.44,51.235756,-0.577305,227.199997,25.187201
2017-06-21T09:23:28+01:00, 6.18,5.0,51.23571,-0.577386,231.300003,28.891201
2017-06-21T09:23:29+01:00, 6.21,5.0,51.235668,-0.577474,232.699997,26.668798
2017-06-21T09:23:30+01:00, 5.91,5.0,51.23563,-0.577558,233.100006,25.5576
2017-06-21T09:23:31+01:00, 6.02,5.0,51.235592,-0.577638,232.699997,23.335201
2017-06-21T09:23:32+01:00, 6.03,5.0,51.235561,-0.577707,233.5,19.816401
2017-06-21T09:23:34+01:00, 5.63,5.0,51.235516,-0.577803,231.399994,10.186
2017-06-21T09:24:05+01:00, 5.96,5.0,51.235481,-0.577938,239.199997,8.889601
2017-06-21T09:24:07+01:00, 5.90,5.0,51.235447,-0.578017,238.0,14.6308
2017-06-21T09:24:08+01:00, 6.11,5.0,51.235428,-0.57807,243.199997,15.742
2017-06-21T09:24:09+01:00, 4.33,5.0,51.235413,-0.578129,247.0,18.334799
2017-06-21T09:24:10+01:00, 4.95,5.0,51.235394,-0.578198,252.699997,20.0016
2017-06-21T09:24:11+01:00, 6.00,5.0,51.235382,-0.578276,259.799988,22.038799
2017-06-21T09:24:12+01:00, 6.12,5.0,51.235374,-0.578363,269.299988,23.520399
2017-06-21T09:24:13+01:00, 6.04,5.0,51.235386,-0.578451,284.200012,23.15
2017-06-21T09:24:14+01:00, 6.04,5.0,51.235405,-0.578537,292.600006,23.335201
