Timestamp,SpaceLength,SpaceDepth,Lat,Lng,DirectionOfTravel,VehicleSpeed
2017-07-18T11:49:53+01:00, 4.33, 3.43,51.240608,-0.573461,264.799988,18.334799
2017-07-18T11:50:04+01:00, 0.67,5.0,51.24052,-0.574532,263.200012,26.113201
2017-07-18T11:50:07+01:00, 1.41,5.0,51.24049,-0.574863,263.200012,29.632
2017-07-18T11:50:10+01:00, 0.49,5.0,51.240452,-0.575215,261.299988,29.076399
2017-07-18T11:50:24+01:00, 6.44, 3.13,51.240211,-0.575927,179.5,20.927601
2017-07-18T11:50:33+01:00, 4.03,5.0,51.239635,-0.575783,158.5,15.9272
2017-07-18T11:50:43+01:00, 3.89,5.0,51.239323,-0.575664,231.199997,17.2236
2017-07-18T11:50:49+01:00, 5.94,5.0,51.239586,-0.575957,352.399994,35.928799
2017-07-18T11:50:54+01:00, 5.94,5.0,51.240131,-0.576065,352.600006,48.152
2017-07-18T11:50:58+01:00, 5.90,5.0,51.240623,-0.576151,355.5,50.189201
2017-07-18T11:51:00+01:00, 2.54,5.0,51.240871,-0.576185,355.799988,47.596401
2017-07-18T11:51:01+01:00, 0.27,5.0,51.24099,-0.576202,354.700012,45.9296
2017-07-18T11:51:03+01:00, 0.61,5.0,51.241211,-0.576239,354.399994,42.7812
2017-07-18T11:51:04+01:00, 0.25,5.0,51.241318,-0.576252,354.600006,42.040401
2017-07-18T11:51:04+01:00, 0.25,5.0,51.241318,-0.576252,354.600006,42.040401
2017-07-18T11:51:05+01:00, 0.31,5.0,51.241421,-0.576267,354.399994,41.669998
2017-07-18T11:51:11+01:00, 5.91, 3.51,51.242012,-0.57631,2.8,39.632801
2017-07-18T11:51:13+01:00, 1.73, 3.03,51.242214,-0.576288,2.9,40.3736
2017-07-18T11:51:15+01:00, 1.31,5.0,51.24242,-0.576276,358.899994,39.632801
2017-07-18T11:51:20+01:00, 5.90,5.0,51.242916,-0.576297,358.600006,39.262402
2017-07-18T11:51:25+01:00, 2.63,5.0,51.243435,-0.576372,350.200012,43.1516
2017-07-18T11:51:28+01:00, 1.57,5.0,51.243755,-0.576475,346.200012,44.633202
2017-07-18T11:51:30+01:00, 2.16,5.0,51.243969,-0.57656,345.799988,44.633202
