Timestamp,SpaceLength,SpaceDepth,Lat,Lng,DirectionOfTravel,VehicleSpeed
2017-05-14T07:31:29+01:00, 5.97,5.0,51.240673,-0.573139,276.600006,8.1488
2017-05-14T07:31:31+01:00, 5.94,5.0,51.240681,-0.573226,275.100006,11.112
2017-05-14T07:31:33+01:00, 6.01,5.0,51.240673,-0.573362,267.399994,15.9272
2017-05-14T07:31:38+01:00, 2.63,5.0,51.240654,-0.57382,263.399994,25.7428
2017-05-14T07:31:45+01:00, 6.19,5.0,51.240593,-0.574602,264.700012,26.668798
2017-05-14T07:31:46+01:00, 6.17,5.0,51.240585,-0.574713,263.5,27.0392
2017-05-14T07:31:47+01:00, 5.26,5.0,51.24057,-0.574823,263.600006,27.9652
2017-05-14T07:31:48+01:00, 2.62, 3.11,51.240559,-0.574939,263.0,29.076399
2017-05-14T07:31:50+01:00, 6.21,5.0,51.240536,-0.575174,262.799988,28.705999
2017-05-14T07:31:53+01:00, 6.03,5.0,51.240494,-0.575493,262.600006,25.5576
2017-05-14T07:31:54+01:00, 6.05,5.0,51.240486,-0.575592,262.600006,23.890799
2017-05-14T07:31:56+01:00, 6.07, 3.29,51.240459,-0.575753,250.300003,17.594
2017-05-14T07:31:57+01:00, 5.96,5.0,51.240448,-0.575798,246.399994,12.964
2017-05-14T07:32:09+01:00, 7.79,5.0,51.240341,-0.57586,168.899994,9.0748
2017-05-14T07:32:10+01:00, 6.03,5.0,51.240295,-0.575851,166.600006,12.4084
2017-05-14T07:32:12+01:00, 6.06,5.0,51.240189,-0.575832,167.800003,17.779202
2017-05-14T07:32:13+01:00, 5.93, 3.20,51.240143,-0.575814,166.899994,17.964399
2017-05-14T07:32:14+01:00, 6.07,5.0,51.240089,-0.575794,165.199997,19.0756
2017-05-14T07:32:15+01:00, 5.93,5.0,51.239986,-0.575753,158.5,27.594799
2017-05-14T07:32:16+01:00, 6.21,5.0,51.239914,-0.575703,151.899994,30.558001
2017-05-14T07:32:17+01:00, 5.90,5.0,51.239849,-0.575636,144.399994,31.2988
2017-05-14T07:32:18+01:00, 5.90,5.0,51.239792,-0.575552,131.399994,32.0396
2017-05-14T07:32:18+01:00, 5.95, 3.52,51.239792,-0.575552,131.399994,32.0396
2017-05-14T07:32:20+01:00, 3.83, 2.75,51.239681,-0.57533,122.699997,35.928799
2017-05-14T07:32:20+01:00, 6.21,5.0,51.239681,-0.57533,122.699997,35.928799
2017-05-14T07:32:21+01:00, 5.91,5.0,51.239658,-0.575202,107.400002,34.076797
2017-05-14T07:32:22+01:00, 5.95, 2.33,51.239647,-0.575063,90.599998,34.632401
2017-05-14T07:32:23+01:00, 5.95,5.0,51.239643,-0.574922,85.800003,35.0028
2017-05-14T07:32:23+01:00, 6.01,5.0,51.239643,-0.574922,85.800003,35.0028
2017-05-14T07:32:24+01:00, 6.08,5.0,51.239651,-0.574769,80.599998,38.336403
2017-05-14T07:32:25+01:00, 6.08,5.0,51.239666,-0.574611,73.900002,42.225597
2017-05-14T07:32:26+01:00, 6.19,5.0,51.239693,-0.574446,73.699997,43.707199
2017-05-14T07:32:26+01:00, 2.45,5.0,51.239693,-0.574446,73.699997,43.707199
2017-05-14T07:32:27+01:00, 6.65,5.0,51.239708,-0.574269,75.0,46.670403
2017-05-14T07:32:27+01:00, 5.99,5.0,51.239708,-0.574269,75.0,46.670403
2017-05-14T07:32:28+01:00, 3.36,5.0,51.239735,-0.574089,75.199997,46.855598
2017-05-14T07:32:29+01:00, 2.13, 2.33,51.239761,-0.573909,74.099998,48.3372
2017-05-14T07:32:30+01:00, 5.86,5.0,51.239777,-0.573714,75.0,50.374401
2017-05-14T07:32:31+01:00, 3.68,5.0,51.239803,-0.573518,74.599998,51.1152
2017-05-14T07:32:32+01:00, 4.65,5.0,51.239826,-0.573317,80.099998,52.782001
2017-05-14T07:32:32+01:00, 2.33,5.0,51.239826,-0.573317,80.099998,52.782001
2017-05-14T07:32:42+01:00, 5.90, 2.32,51.23988,-0.571694,83.599998,24.2612
2017-05-14T07:32:42+01:00, 3.44,5.0,51.23988,-0.571694,83.599998,24.2612
2017-05-14T07:32:43+01:00, 6.08,5.0,51.239891,-0.5716,76.099998,22.409201
2017-05-14T07:32:46+01:00, 7.16,5.0,51.240005,-0.571449,22.700001,25.002001
2017-05-14T07:32:47+01:00, 6.15,5.0,51.240067,-0.571431,12.0,26.854
2017-05-14T07:32:48+01:00, 3.15, 3.43,51.240143,-0.571413,9.1,31.2988
2017-05-14T07:32:48+01:00, 3.15, 3.35,51.240143,-0.571413,9.1,31.2988
2017-05-14T07:32:50+01:00, 6.20,5.0,51.24033,-0.571368,9.9,39.447598
2017-05-14T07:32:50+01:00, 6.16, 2.90,51.24033,-0.571368,9.9,39.447598
2017-05-14T07:32:51+01:00, 4.14, 2.79,51.240429,-0.571338,11.3,41.484798
