Timestamp,SpaceLength,SpaceDepth,Lat,Lng,DirectionOfTravel,VehicleSpeed
2017-08-17T10:07:10+01:00, 6.37,5.0,51.239677,-0.606716,81.900002,34.8176
2017-08-17T10:07:11+01:00, 5.99,5.0,51.239693,-0.60658,79.099998,35.0028
2017-08-17T10:07:11+01:00, 3.03,5.0,51.239693,-0.60658,79.099998,35.0028
2017-08-17T10:07:32+01:00, 4.98,5.0,51.239857,-0.60567,76.0,15.742
2017-08-17T10:07:35+01:00, 6.93,5.0,51.239899,-0.605448,78.699997,24.2612
2017-08-17T10:07:36+01:00, 6.09,5.0,51.239914,-0.605354,79.099998,27.594799
2017-08-17T10:07:37+01:00, 6.14,5.0,51.239933,-0.605246,79.800003,30.928402
2017-08-17T10:07:37+01:00, 6.20,5.0,51.239933,-0.605246,79.800003,30.928402
2017-08-17T10:07:38+01:00, 6.22,5.0,51.239948,-0.605125,80.400002,33.706402
2017-08-17T10:07:39+01:00, 6.27,5.0,51.239964,-0.604993,80.699997,36.299202
2017-08-17T10:07:40+01:00, 6.34,5.0,51.239983,-0.60485,79.599998,37.040001
2017-08-17T10:07:40+01:00, 6.34,5.0,51.239983,-0.60485,79.599998,37.040001
2017-08-17T10:07:41+01:00, 5.91,5.0,51.240002,-0.604707,78.900002,37.040001
2017-08-17T10:07:42+01:00, 6.18,5.0,51.240017,-0.604556,78.900002,39.077202
2017-08-17T10:07:43+01:00, 6.46,5.0,51.240036,-0.604399,78.900002,40.5588
2017-08-17T10:07:43+01:00, 6.37,5.0,51.240036,-0.604399,78.900002,40.5588
2017-08-17T10:07:44+01:00, 6.38,5.0,51.240059,-0.60424,78.5,40.5588
2017-08-17T10:07:45+01:00, 6.05,5.0,51.240078,-0.60408,78.599998,40.1884
2017-08-17T10:07:46+01:00, 6.22, 3.28,51.240101,-0.603927,78.699997,38.891998
2017-08-17T10:07:47+01:00, 5.93, 3.62,51.24012,-0.603779,78.199997,37.225201
2017-08-17T10:07:47+01:00, 6.37,5.0,51.24012,-0.603779,78.199997,37.225201
