Timestamp,SpaceLength,SpaceDepth,Lat,Lng,DirectionOfTravel,VehicleSpeed
2017-05-17T08:17:13+01:00, 5.98,5.0,51.315727,-0.45815,54.400002,46.299999
2017-05-17T08:17:14+01:00, 6.07,5.0,51.315781,-0.458019,54.299999,38.891998
2017-05-17T08:17:14+01:00, 6.10,5.0,51.315781,-0.458019,54.299999,38.891998
2017-05-17T08:17:15+01:00, 6.22,5.0,51.315811,-0.457917,59.5,28.891201
2017-05-17T08:17:17+01:00, 6.20,5.0,51.315876,-0.457744,59.299999,23.890799
2017-05-17T08:17:18+01:00, 6.11,5.0,51.315907,-0.457668,57.799999,22.224001
2017-05-17T08:17:19+01:00, 6.07,5.0,51.315937,-0.457595,55.700001,23.890799
2017-05-17T08:17:20+01:00, 6.11,5.0,51.315975,-0.457512,55.0,26.483601
2017-05-17T08:17:21+01:00, 6.24,5.0,51.31601,-0.457425,56.099998,27.0392
2017-05-17T08:17:22+01:00, 5.93,5.0,51.316048,-0.457336,56.099998,26.113201
2017-05-17T08:17:23+01:00, 5.92,5.0,51.316086,-0.457256,55.799999,24.2612
2017-05-17T08:17:24+01:00, 6.04,5.0,51.316116,-0.457179,55.900002,22.224001
2017-05-17T08:17:26+01:00, 6.06,5.0,51.316177,-0.457049,54.900002,17.779202
2017-05-17T08:17:27+01:00, 6.02,5.0,51.316204,-0.456996,52.5,17.038399
2017-05-17T08:17:29+01:00, 6.01,5.0,51.316246,-0.456895,54.299999,15.001201
2017-05-17T08:17:30+01:00, 6.09,5.0,51.316269,-0.456846,52.200001,15.186399
2017-05-17T08:17:32+01:00, 6.14,5.0,51.316315,-0.456743,52.900002,17.2236
2017-05-17T08:17:33+01:00, 5.98, 3.44,51.316345,-0.456684,52.0,19.0756
2017-05-17T08:17:34+01:00, 6.15,5.0,51.316376,-0.456623,51.599998,21.4832
2017-05-17T08:17:35+01:00, 6.20,5.0,51.31641,-0.45655,52.5,24.076
2017-05-17T08:17:36+01:00, 6.24,5.0,51.316448,-0.456471,50.5,26.854
2017-05-17T08:17:37+01:00, 5.98,5.0,51.316498,-0.456384,49.799999,29.817202
2017-05-17T08:17:38+01:00, 6.13,5.0,51.316551,-0.45629,47.900002,32.780403
2017-05-17T08:17:39+01:00, 5.91,5.0,51.316605,-0.456193,48.400002,31.854401
2017-05-17T08:17:39+01:00, 5.93,5.0,51.316605,-0.456193,48.400002,31.854401
2017-05-17T08:17:40+01:00, 5.96,5.0,51.316662,-0.456097,47.599998,33.891598
2017-05-17T08:17:41+01:00, 5.92,5.0,51.316727,-0.455993,47.0,37.4104
2017-05-17T08:17:42+01:00, 6.52,5.0,51.316795,-0.455885,46.099998,39.632801
2017-05-17T08:17:43+01:00, 6.39,5.0,51.316864,-0.455769,46.200001,40.3736
2017-05-17T08:17:48+01:00, 2.47,5.0,51.317261,-0.455191,41.799999,43.1516
2017-05-17T08:17:49+01:00, 5.99,5.0,51.317341,-0.45508,39.799999,42.596001
2017-05-17T08:17:50+01:00, 6.01,5.0,51.317425,-0.454981,36.099998,41.855202
2017-05-17T08:17:51+01:00, 5.98,5.0,51.317513,-0.454892,32.200001,41.299599
2017-05-17T08:17:52+01:00, 5.91,5.0,51.3176,-0.454808,30.299999,41.299599
2017-05-17T08:17:52+01:00, 5.90,5.0,51.3176,-0.454808,30.299999,41.299599
2017-05-17T08:17:53+01:00, 6.23,5.0,51.317635,-0.454769,30.1,33.335999
2017-05-17T08:17:54+01:00, 6.08,5.0,51.317692,-0.454714,31.4,30.558001
2017-05-17T08:17:55+01:00, 6.16,5.0,51.317741,-0.454653,34.099998,28.891201
2017-05-17T08:17:56+01:00, 6.28, 3.62,51.317791,-0.454595,35.099998,27.409601
2017-05-17T08:17:57+01:00, 6.21,5.0,51.317848,-0.454535,34.0,26.854
2017-05-17T08:17:58+01:00, 6.22,5.0,51.317905,-0.454472,32.599998,26.668798
2017-05-17T08:17:59+01:00, 6.35,5.0,51.317966,-0.454408,33.900002,27.594799
2017-05-17T08:18:00+01:00, 6.14,5.0,51.318027,-0.454346,33.0,28.705999
2017-05-17T08:18:01+01:00, 5.96,5.0,51.318092,-0.45428,32.299999,29.817202
2017-05-17T08:18:02+01:00, 6.21,5.0,51.318161,-0.454211,33.200001,31.113598
2017-05-17T08:18:02+01:00, 5.37,5.0,51.318161,-0.454211,33.200001,31.113598
2017-05-17T08:18:03+01:00, 6.04,5.0,51.31823,-0.454141,32.299999,32.2248
2017-05-17T08:18:04+01:00, 6.11,5.0,51.318306,-0.45407,31.1,33.335999
